"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Icon-c11n-8-84-3__sc-13llmml-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2417 E 34th Pl, Panama City, FL 32405"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,104""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2417 E 34th Pl"",""addressLocality"":""Panama City"",""addressRegion"":""FL"",""postalCode"":""32405""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.210867,""longitude"":-85.63031},""url"":""https://www.zillow.com/homedetails/2417-E-34th-Pl-Panama-City-FL-32405/42765350_zpid/""}","","https://www.zillow.com/homedetails/2417-E-34th-Pl-Panama-City-FL-32405/42765350_zpid/","2417 E 34th Pl, Panama City, FL 32405","","$156,750","- Foreclosure","3","bds","2","ba","2,104","sqft","122 days on Zillow","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/7d80dc67a4a6d85ff7713e8d63a64be8-p_e.jpg","https://photos.zillowstatic.com/fp/2256ee7d255dd8137a1a729b9173d36f-p_e.jpg","https://photos.zillowstatic.com/fp/8479a6d8b91e085833dc5f63a1c18859-p_e.jpg","Use arrow keys to navigate","Image 1 of 3","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7706 Bayleaf Dr, Hudson, FL 34667"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,098""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7706 Bayleaf Dr"",""addressLocality"":""Hudson"",""addressRegion"":""FL"",""postalCode"":""34667""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.334232,""longitude"":-82.68719},""url"":""https://www.zillow.com/homedetails/7706-Bayleaf-Dr-Hudson-FL-34667/46337508_zpid/""}","","https://www.zillow.com/homedetails/7706-Bayleaf-Dr-Hudson-FL-34667/46337508_zpid/","7706 Bayleaf Dr, Hudson, FL 34667","REMAX ALLIANCE GROUP","$197,000","- House for sale","2","bds","2","ba","1,098","sqft","10 days on Zillow","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/831f6c5f3bff56d4beef7b8e537d7504-p_e.jpg","https://photos.zillowstatic.com/fp/f63468f3a114d0c6022313de80ab9c54-p_e.jpg","https://photos.zillowstatic.com/fp/9b8ae81cd9b98cec25caa3d4c08d246a-p_e.jpg","Use arrow keys to navigate","Image 1 of 14","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10221 Shady Preserve Dr, Riverview, FL 33579"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,960""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10221 Shady Preserve Dr"",""addressLocality"":""Riverview"",""addressRegion"":""FL"",""postalCode"":""33579""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.861069,""longitude"":-82.34218},""url"":""https://www.zillow.com/homedetails/10221-Shady-Preserve-Dr-Riverview-FL-33579/2061461782_zpid/""}","","https://www.zillow.com/homedetails/10221-Shady-Preserve-Dr-Riverview-FL-33579/2061461782_zpid/","10221 Shady Preserve Dr, Riverview, FL 33579","B & K REAL ESTATE & PROPERTY MANAGEMENT PA","$379,900","- House for sale","4","bds","2","ba","1,960","sqft","Price cut: $10,000 (Sep 1)","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/18d07435c72cf2151f686b5eff92cb43-p_e.jpg","https://photos.zillowstatic.com/fp/244112e02bb84e0de9a99649cfe27559-p_e.jpg","https://photos.zillowstatic.com/fp/317536f8207026faa9088be002dd07f9-p_e.jpg","Use arrow keys to navigate","Image 1 of 24","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11921 Caruso Dr, Panama City, FL 32404"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""6,788""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11921 Caruso Dr"",""addressLocality"":""Panama City"",""addressRegion"":""FL"",""postalCode"":""32404""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.115898,""longitude"":-85.50425},""url"":""https://www.zillow.com/homedetails/11921-Caruso-Dr-Panama-City-FL-32404/87637703_zpid/""}","","https://www.zillow.com/homedetails/11921-Caruso-Dr-Panama-City-FL-32404/87637703_zpid/","11921 Caruso Dr, Panama City, FL 32404","","$169,900","- House for sale","5","bds","3","ba","6,788","sqft","24 days on Zillow","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/5be0de2bdcb48cbc7244d18a38636f19-p_e.jpg","https://photos.zillowstatic.com/fp/173a9948e0752a8b779b0143d6149823-p_e.jpg","https://photos.zillowstatic.com/fp/828724b54b4b256fc6ac22fce6102ebb-p_e.jpg","Use arrow keys to navigate","Image 1 of 13","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4424 SE 6th Ave, Gainesville, FL 32641"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,092""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4424 SE 6th Ave"",""addressLocality"":""Gainesville"",""addressRegion"":""FL"",""postalCode"":""32641""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":29.646202,""longitude"":-82.27087},""url"":""https://www.zillow.com/homedetails/4424-SE-6th-Ave-Gainesville-FL-32641/58881450_zpid/""}","","https://www.zillow.com/homedetails/4424-SE-6th-Ave-Gainesville-FL-32641/58881450_zpid/","4424 SE 6th Ave, Gainesville, FL 32641","KELLER WILLIAMS GAINESVILLE REALTY PARTNERS","$194,997","- House for sale","3","bds","2","ba","1,092","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/2a95ed689e81dfcf4aae372dd48cc642-p_e.jpg","https://photos.zillowstatic.com/fp/56073e6078ff7ca348bd3c43aac683b2-p_e.jpg","https://photos.zillowstatic.com/fp/48bd4f23c76d693f069d89a9b69d7f7a-p_e.jpg","Use arrow keys to navigate","Image 1 of 20","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6723 Greenwell St, Pensacola, FL 32526"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,961""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6723 Greenwell St"",""addressLocality"":""Pensacola"",""addressRegion"":""FL"",""postalCode"":""32526""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.477488,""longitude"":-87.28719},""url"":""https://www.zillow.com/homedetails/6723-Greenwell-St-Pensacola-FL-32526/44658756_zpid/""}","","https://www.zillow.com/homedetails/6723-Greenwell-St-Pensacola-FL-32526/44658756_zpid/","6723 Greenwell St, Pensacola, FL 32526","THE AGENCY OF PENSACOLA","$223,600","- Foreclosure","4","bds","3","ba","1,961","sqft","6 days on Zillow","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/9618a5905a847339beaf6f6e00dbafab-p_e.jpg","https://photos.zillowstatic.com/fp/703f8dc8f4dc4b33710683f3963b8c97-p_e.jpg","https://photos.zillowstatic.com/fp/facc9f9b1d3d82fbe51ef43261ce64da-p_e.jpg","Use arrow keys to navigate","Image 1 of 47","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2172 Sterling Cove Blvd, Panama City Beach, FL 32408"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,422""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2172 Sterling Cove Blvd"",""addressLocality"":""Panama City Beach"",""addressRegion"":""FL"",""postalCode"":""32408""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.185305,""longitude"":-85.77027},""url"":""https://www.zillow.com/homedetails/2172-Sterling-Cove-Blvd-Panama-City-Beach-FL-32408/67162804_zpid/""}","","https://www.zillow.com/homedetails/2172-Sterling-Cove-Blvd-Panama-City-Beach-FL-32408/67162804_zpid/","2172 Sterling Cove Blvd, Panama City Beach, FL 32408","LIFESTYLE INTERNATIONAL REALTY","$295,000","- House for sale","3","bds","3","ba","1,422","sqft","Price cut: $4,000 (Sep 5)","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d0ff30957fa0a8f8c7999e100765f197-p_e.jpg","https://photos.zillowstatic.com/fp/30a65a411dfc8454b5ff8f9de27d9f6b-p_e.jpg","https://photos.zillowstatic.com/fp/79329a206a4a536b12702dea541967ee-p_e.jpg","Use arrow keys to navigate","Image 1 of 24","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5415 Andrea St, Titusville, FL 32780"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,277""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5415 Andrea St"",""addressLocality"":""Titusville"",""addressRegion"":""FL"",""postalCode"":""32780""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.542326,""longitude"":-80.80448},""url"":""https://www.zillow.com/homedetails/5415-Andrea-St-Titusville-FL-32780/80764535_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 10:00 AM - 1:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/5415-Andrea-St-Titusville-FL-32780/80764535_zpid/"",""startDate"":""2023-09-23T10:00:00"",""endDate"":""2023-09-23T13:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""5415 Andrea St"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.542326,""longitude"":-80.80448},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5415 Andrea St"",""postalCode"":""32780"",""addressLocality"":""Titusville"",""addressRegion"":""FL""}},""image"":""https://photos.zillowstatic.com/fp/e2b0bdf075c6e3bdd26cc6f0f4b6d077-p_e.jpg"",""offers"":{""price"":440000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/5415-Andrea-St-Titusville-FL-32780/80764535_zpid/"",""validFrom"":""2023-09-23T10:00:00""},""performer"":null}","https://www.zillow.com/homedetails/5415-Andrea-St-Titusville-FL-32780/80764535_zpid/","5415 Andrea St, Titusville, FL 32780","","$440,000","- House for sale","4","bds","2","ba","2,277","sqft","Open: Sat. 10am-1pm","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/e2b0bdf075c6e3bdd26cc6f0f4b6d077-p_e.jpg","https://photos.zillowstatic.com/fp/8fa31c5c85c8440881c3ac1138f26247-p_e.jpg","https://photos.zillowstatic.com/fp/3c7de3a1d318e4d5bc5cec99ba19520c-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""10907 Haws Ln, Jacksonville, FL 32218"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,548""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10907 Haws Ln"",""addressLocality"":""Jacksonville"",""addressRegion"":""FL"",""postalCode"":""32218""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.430977,""longitude"":-81.73245},""url"":""https://www.zillow.com/homedetails/10907-Haws-Ln-Jacksonville-FL-32218/316820778_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 10907 Haws Ln"",""url"":""https://www.zillow.com/homedetails/10907-Haws-Ln-Jacksonville-FL-32218/316820778_zpid/"",""image"":""https://photos.zillowstatic.com/fp/59928ffb092a921560812fbf2cb0561c-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/10907-Haws-Ln-Jacksonville-FL-32218/316820778_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""10907 Haws Ln"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""10907 Haws Ln"",""postalCode"":""32218"",""addressLocality"":""Jacksonville"",""addressRegion"":""FL""}}],""offers"":{""price"":307000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/10907-Haws-Ln-Jacksonville-FL-32218/316820778_zpid/"",""validFrom"":""2023-09-20""},""performer"":""DJ & Lindsey Real Estate""}","https://www.zillow.com/homedetails/10907-Haws-Ln-Jacksonville-FL-32218/316820778_zpid/","10907 Haws Ln, Jacksonville, FL 32218","DJ & LINDSEY REAL ESTATE","$307,000","- House for sale","3","bds","2","ba","1,548","sqft","3D Tour","Three Dimensional","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/59928ffb092a921560812fbf2cb0561c-p_e.jpg","https://photos.zillowstatic.com/fp/92af6f98ddd22bcbbb54a8d83c8b2035-p_e.jpg","https://photos.zillowstatic.com/fp/3325949576351f6a37e410d3db4b8753-p_e.jpg","Use arrow keys to navigate","Image 1 of 29","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""411 N Lake Ave, Avon Park, FL 33825"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,127""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""411 N Lake Ave"",""addressLocality"":""Avon Park"",""addressRegion"":""FL"",""postalCode"":""33825""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.6015,""longitude"":-81.50247},""url"":""https://www.zillow.com/homedetails/411-N-Lake-Ave-Avon-Park-FL-33825/45126699_zpid/""}","","https://www.zillow.com/homedetails/411-N-Lake-Ave-Avon-Park-FL-33825/45126699_zpid/","411 N Lake Ave, Avon Park, FL 33825","","$159,900","- House for sale","3","bds","3","ba","2,127","sqft","27 days on Zillow","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/42e81a50b241ae585257120e6b5299d7-p_e.jpg","https://photos.zillowstatic.com/fp/7e3f6ec94d5d7ff7b394be1e5bd3360e-p_e.jpg","https://photos.zillowstatic.com/fp/bf458999ea7d423ccea33337bac07418-p_e.jpg","Use arrow keys to navigate","Image 1 of 17","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""565 SW Fields Ave, Port Saint Lucie, FL 34953"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,806""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""565 SW Fields Ave"",""addressLocality"":""Port Saint Lucie"",""addressRegion"":""FL"",""postalCode"":""34953""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.228792,""longitude"":-80.36527},""url"":""https://www.zillow.com/homedetails/565-SW-Fields-Ave-Port-Saint-Lucie-FL-34953/103588272_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 11:00 AM - 1:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/565-SW-Fields-Ave-Port-Saint-Lucie-FL-34953/103588272_zpid/"",""startDate"":""2023-09-23T11:00:00"",""endDate"":""2023-09-23T13:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""565 SW Fields Ave"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.228792,""longitude"":-80.36527},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""565 SW Fields Ave"",""postalCode"":""34953"",""addressLocality"":""Port Saint Lucie"",""addressRegion"":""FL""}},""image"":""https://photos.zillowstatic.com/fp/1725416d86a04fc349c4dd98229f7f88-p_e.jpg"",""offers"":{""price"":390000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/565-SW-Fields-Ave-Port-Saint-Lucie-FL-34953/103588272_zpid/"",""validFrom"":""2023-09-23T11:00:00""},""performer"":""Real Estate of Florida""}","https://www.zillow.com/homedetails/565-SW-Fields-Ave-Port-Saint-Lucie-FL-34953/103588272_zpid/","565 SW Fields Ave, Port Saint Lucie, FL 34953","REAL ESTATE OF FLORIDA. Listing provided by BeachesMLS","$390,000","- House for sale","4","bds","2","ba","1,806","sqft","Open: Sat. 11am-1pm","","https://photos.zillowstatic.com/fp/11470fbfca6bd246a8708da0ff0e5603-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/1725416d86a04fc349c4dd98229f7f88-p_e.jpg","https://photos.zillowstatic.com/fp/0dc6a73ee857b94e4cf300df05ec1204-p_e.jpg","https://photos.zillowstatic.com/fp/156118fed1225455805f393363ac94c7-p_e.jpg","Use arrow keys to navigate","Image 1 of 20","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4168 Longbow Dr, Clermont, FL 34711"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,967""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4168 Longbow Dr"",""addressLocality"":""Clermont"",""addressRegion"":""FL"",""postalCode"":""34711""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.502802,""longitude"":-81.70258},""url"":""https://www.zillow.com/homedetails/4168-Longbow-Dr-Clermont-FL-34711/118492402_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 11:00 AM - 2:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/4168-Longbow-Dr-Clermont-FL-34711/118492402_zpid/"",""startDate"":""2023-09-23T11:00:00"",""endDate"":""2023-09-23T14:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""4168 Longbow Dr"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.502802,""longitude"":-81.70258},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4168 Longbow Dr"",""postalCode"":""34711"",""addressLocality"":""Clermont"",""addressRegion"":""FL""}},""image"":""https://photos.zillowstatic.com/fp/f8680d2f0032d41f44cbaf65ae413d16-p_e.jpg"",""offers"":{""price"":610000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/4168-Longbow-Dr-Clermont-FL-34711/118492402_zpid/"",""validFrom"":""2023-09-23T11:00:00""},""performer"":""Keller Williams Elite Partners Iii Realty""}","https://www.zillow.com/homedetails/4168-Longbow-Dr-Clermont-FL-34711/118492402_zpid/","4168 Longbow Dr, Clermont, FL 34711","KELLER WILLIAMS ELITE PARTNERS III REALTY","$610,000","- House for sale","4","bds","3","ba","2,967","sqft","Open: Sat. 11am-2pm","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/f8680d2f0032d41f44cbaf65ae413d16-p_e.jpg","https://photos.zillowstatic.com/fp/a328227807fe8d834e2b96888d7df7e3-p_e.jpg","https://photos.zillowstatic.com/fp/468c10b20c88790740e2352d90e55e8e-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1350 Southland Rd, Venice, FL 34293"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,310""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1350 Southland Rd"",""addressLocality"":""Venice"",""addressRegion"":""FL"",""postalCode"":""34293""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.039097,""longitude"":-82.420044},""url"":""https://www.zillow.com/homedetails/1350-Southland-Rd-Venice-FL-34293/47575777_zpid/""}","","https://www.zillow.com/homedetails/1350-Southland-Rd-Venice-FL-34293/47575777_zpid/","1350 Southland Rd, Venice, FL 34293","FINE PROPERTIES","$365,000","- House for sale","2","bds","2","ba","1,310","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/1e06d39d7693526e0c5cddcbe60dc4e7-p_e.jpg","https://photos.zillowstatic.com/fp/03c50dc5d9e077eabec6287f18573bd0-p_e.jpg","https://photos.zillowstatic.com/fp/f95ad015a5b67163189ff1d16f87ee52-p_e.jpg","Use arrow keys to navigate","Image 1 of 52","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""264 SE Forest Ter, Lake City, FL 32025"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,540""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""264 SE Forest Ter"",""addressLocality"":""Lake City"",""addressRegion"":""FL"",""postalCode"":""32025""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.14006,""longitude"":-82.61015},""url"":""https://www.zillow.com/homedetails/264-SE-Forest-Ter-Lake-City-FL-32025/43719010_zpid/""}","","https://www.zillow.com/homedetails/264-SE-Forest-Ter-Lake-City-FL-32025/43719010_zpid/","264 SE Forest Ter, Lake City, FL 32025","REGAL REALTY INTERNATIONAL CORP","$264,900","- House for sale","3","bds","2","ba","1,540","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/8f3340f904e97d9957f6451404ea8abc-p_e.jpg","https://photos.zillowstatic.com/fp/69cc955495db6f1544cebe854aa52164-p_e.jpg","https://photos.zillowstatic.com/fp/6f9cf8c77bf4c764f953ad671b61d7e4-p_e.jpg","Use arrow keys to navigate","Image 1 of 39","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""643 Cave Hollow Ln, Orlando, FL 32828"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,216""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""643 Cave Hollow Ln"",""addressLocality"":""Orlando"",""addressRegion"":""FL"",""postalCode"":""32828""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.539314,""longitude"":-81.205284},""url"":""https://www.zillow.com/homedetails/643-Cave-Hollow-Ln-Orlando-FL-32828/46212600_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 643 Cave Hollow Ln"",""url"":""https://www.zillow.com/homedetails/643-Cave-Hollow-Ln-Orlando-FL-32828/46212600_zpid/"",""image"":""https://photos.zillowstatic.com/fp/e3466198a4ab10b02eca5f6ae813fd98-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/643-Cave-Hollow-Ln-Orlando-FL-32828/46212600_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""643 Cave Hollow Ln"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""643 Cave Hollow Ln"",""postalCode"":""32828"",""addressLocality"":""Orlando"",""addressRegion"":""FL""}}],""offers"":{""price"":335000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/643-Cave-Hollow-Ln-Orlando-FL-32828/46212600_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Keller Williams Advantage Realty""}","https://www.zillow.com/homedetails/643-Cave-Hollow-Ln-Orlando-FL-32828/46212600_zpid/","643 Cave Hollow Ln, Orlando, FL 32828","KELLER WILLIAMS ADVANTAGE REALTY","$335,000","- House for sale","3","bds","2","ba","1,216","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/e3466198a4ab10b02eca5f6ae813fd98-p_e.jpg","https://photos.zillowstatic.com/fp/ecb9f6d6cc534fd80948af600a8bf4ca-p_e.jpg","https://photos.zillowstatic.com/fp/b57fa7791a138ce8ee43c06706e3ef2a-p_e.jpg","Use arrow keys to navigate","Image 1 of 47","Save this home"
