"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Anchor-c11n-8-84-3__sc-hn4bge-0 href 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""411 4th St, Idaho Falls, ID 83401"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,259""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""411 4th St"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83401""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.49444,""longitude"":-112.02579},""url"":""https://www.zillow.com/homedetails/411-4th-St-Idaho-Falls-ID-83401/76925397_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 0:00 - 2:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/411-4th-St-Idaho-Falls-ID-83401/76925397_zpid/"",""startDate"":""2023-09-29T12:00:00"",""endDate"":""2023-09-29T14:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""411 4th St"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.49444,""longitude"":-112.02579},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""411 4th St"",""postalCode"":""83401"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID""}},""image"":""https://photos.zillowstatic.com/fp/37dddd740dbe281d2f9ac94c81030f7c-p_e.jpg"",""offers"":{""price"":315000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/411-4th-St-Idaho-Falls-ID-83401/76925397_zpid/"",""validFrom"":""2023-09-29T12:00:00""},""performer"":""Century 21 High Desert""}","https://www.zillow.com/homedetails/411-4th-St-Idaho-Falls-ID-83401/76925397_zpid/","411 4th St, Idaho Falls, ID 83401","CENTURY 21 HIGH DESERT","$315,000","- House for sale","4","bds","2","ba","2,259","sqft","Open: Fri. 12-2pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/37dddd740dbe281d2f9ac94c81030f7c-p_e.jpg","https://www.zillow.com/homedetails/411-4th-St-Idaho-Falls-ID-83401/76925397_zpid/","https://photos.zillowstatic.com/fp/1ca27776c59e57c606e0e9bdea3eb2d8-p_e.jpg","https://www.zillow.com/homedetails/411-4th-St-Idaho-Falls-ID-83401/76925397_zpid/","https://photos.zillowstatic.com/fp/b377595824f335853f717d0002bc55ab-p_e.jpg","Use arrow keys to navigate","Image 1 of 27","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""483 El Rio Dr, Priest River, ID 83856"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,404""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""483 El Rio Dr"",""addressLocality"":""Priest River"",""addressRegion"":""ID"",""postalCode"":""83856""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.26139,""longitude"":-116.868004},""url"":""https://www.zillow.com/homedetails/483-El-Rio-Dr-Priest-River-ID-83856/103890239_zpid/""}","","https://www.zillow.com/homedetails/483-El-Rio-Dr-Priest-River-ID-83856/103890239_zpid/","483 El Rio Dr, Priest River, ID 83856","CENTURY 21 RIVERSTONE","$449,900","- Home for sale","3","bds","2","ba","1,404","sqft","3 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/fc300fcedfc60d9dddb5e83d91d10095-p_e.jpg","https://www.zillow.com/homedetails/483-El-Rio-Dr-Priest-River-ID-83856/103890239_zpid/","https://photos.zillowstatic.com/fp/c65a3e8a1f5c7dbaef7e348329da8e47-p_e.jpg","https://www.zillow.com/homedetails/483-El-Rio-Dr-Priest-River-ID-83856/103890239_zpid/","https://photos.zillowstatic.com/fp/faa9f5c8142390a23d6af0f17a1ed1ad-p_e.jpg","Use arrow keys to navigate","Image 1 of 24","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""545 Getta Creek Rd, Cottonwood, ID 83522"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,080""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""545 Getta Creek Rd"",""addressLocality"":""Cottonwood"",""addressRegion"":""ID"",""postalCode"":""83522""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":45.75313,""longitude"":-116.46317},""url"":""https://www.zillow.com/homedetails/545-Getta-Creek-Rd-Cottonwood-ID-83522/123356464_zpid/""}","","https://www.zillow.com/homedetails/545-Getta-Creek-Rd-Cottonwood-ID-83522/123356464_zpid/","545 Getta Creek Rd, Cottonwood, ID 83522","COLDWELL BANKER TOMLINSON ASSOCIATES - LEWISTON","$349,000","- Active","3","bds","1","ba","1,080","sqft","58 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","","https://www.zillow.com/homedetails/545-Getta-Creek-Rd-Cottonwood-ID-83522/123356464_zpid/","https://photos.zillowstatic.com/fp/bb7023f2beae444aba3604a65c6d3652-p_e.jpg","https://www.zillow.com/homedetails/545-Getta-Creek-Rd-Cottonwood-ID-83522/123356464_zpid/","https://photos.zillowstatic.com/fp/49036a98b7e253a263ace79e6e094ba3-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3024 National Fish Hatchery Rd, Hagerman, ID 83332"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,183""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3024 National Fish Hatchery Rd"",""addressLocality"":""Hagerman"",""addressRegion"":""ID"",""postalCode"":""83332""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":42.76508,""longitude"":-114.86312},""url"":""https://www.zillow.com/homedetails/3024-National-Fish-Hatchery-Rd-Hagerman-ID-83332/239652018_zpid/""}","","https://www.zillow.com/homedetails/3024-National-Fish-Hatchery-Rd-Hagerman-ID-83332/239652018_zpid/","3024 National Fish Hatchery Rd, Hagerman, ID 83332","FREDERICKSEN REAL ESTATE LLC","$550,000","- Active","3","bds","3","ba","3,183","sqft","Price cut: $140,000 (Sep 21)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/bd91e8cd93e7978cba65b70b991f0229-p_e.jpg","https://www.zillow.com/homedetails/3024-National-Fish-Hatchery-Rd-Hagerman-ID-83332/239652018_zpid/","https://photos.zillowstatic.com/fp/3ecaa42a6a723422eddc96cd3b5449f0-p_e.jpg","https://www.zillow.com/homedetails/3024-National-Fish-Hatchery-Rd-Hagerman-ID-83332/239652018_zpid/","https://photos.zillowstatic.com/fp/16676ff521bf314df55896a99a3fbe0d-p_e.jpg","Use arrow keys to navigate","Image 1 of 10","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""998 Samuels Rd, Sandpoint, ID 83864"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,602""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""998 Samuels Rd"",""addressLocality"":""Sandpoint"",""addressRegion"":""ID"",""postalCode"":""83864""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.427887,""longitude"":-116.47231},""url"":""https://www.zillow.com/homedetails/998-Samuels-Rd-Sandpoint-ID-83864/103903290_zpid/""}","","https://www.zillow.com/homedetails/998-Samuels-Rd-Sandpoint-ID-83864/103903290_zpid/","998 Samuels Rd, Sandpoint, ID 83864","RE/MAX IN ACTION","$449,000","- House for sale","4","bds","2","ba","1,602","sqft","Price cut: $50,000 (Aug 1)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/f043facc1c40665ea6457caed6cfd0bc-p_e.jpg","https://www.zillow.com/homedetails/998-Samuels-Rd-Sandpoint-ID-83864/103903290_zpid/","https://photos.zillowstatic.com/fp/384e111e012e4aec23d9d5f9224befdf-p_e.jpg","https://www.zillow.com/homedetails/998-Samuels-Rd-Sandpoint-ID-83864/103903290_zpid/","https://photos.zillowstatic.com/fp/35e8be6f9df95fb54d75f36720c86c82-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14050 N 65 E, Idaho Falls, ID 83401"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""6,011""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14050 N 65 E"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83401""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.622677,""longitude"":-111.90361},""url"":""https://www.zillow.com/homedetails/14050-N-65-E-Idaho-Falls-ID-83401/102680689_zpid/""}","","https://www.zillow.com/homedetails/14050-N-65-E-Idaho-Falls-ID-83401/102680689_zpid/","14050 N 65 E, Idaho Falls, ID 83401","KELLER WILLIAMS REALTY EAST IDAHO","$750,000","- House for sale","6","bds","4","ba","6,011","sqft","Price cut: $125,000 (Aug 31)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/212d5bfd17f36f3b321001a5c4fd6be4-p_e.jpg","https://www.zillow.com/homedetails/14050-N-65-E-Idaho-Falls-ID-83401/102680689_zpid/","https://photos.zillowstatic.com/fp/e37630b2eb4cf754c557167885b12d7f-p_e.jpg","https://www.zillow.com/homedetails/14050-N-65-E-Idaho-Falls-ID-83401/102680689_zpid/","https://photos.zillowstatic.com/fp/3ce7b4593fedda05ce8b0e9a904bb867-p_e.jpg","Use arrow keys to navigate","Image 1 of 71","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3 Amanda Cir, Boise, ID 83716"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,240""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3 Amanda Cir"",""addressLocality"":""Boise"",""addressRegion"":""ID"",""postalCode"":""83716""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.671883,""longitude"":-116.03933},""url"":""https://www.zillow.com/homedetails/3-Amanda-Cir-Boise-ID-83716/89897792_zpid/""}","","https://www.zillow.com/homedetails/3-Amanda-Cir-Boise-ID-83716/89897792_zpid/","3 Amanda Cir, Boise, ID 83716","VICTORY REALTY","$589,900","- Active","3","bds","2","ba","2,240","sqft","Price cut: $10,000 (Sep 23)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/2971f30790e4299381b930824ba2a9db-p_e.jpg","https://www.zillow.com/homedetails/3-Amanda-Cir-Boise-ID-83716/89897792_zpid/","https://photos.zillowstatic.com/fp/15f2658b2381d971564f28c01798a32d-p_e.jpg","https://www.zillow.com/homedetails/3-Amanda-Cir-Boise-ID-83716/89897792_zpid/","https://photos.zillowstatic.com/fp/b4462fde0e58b8dc876b1c350809067f-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""22 Fortyniner Ln, Bonners Ferry, ID 83805"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""22 Fortyniner Ln"",""addressLocality"":""Bonners Ferry"",""addressRegion"":""ID"",""postalCode"":""83805""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.83315,""longitude"":-116.26778},""url"":""https://www.zillow.com/homedetails/22-Fortyniner-Ln-Bonners-Ferry-ID-83805/2055520286_zpid/""}","","https://www.zillow.com/homedetails/22-Fortyniner-Ln-Bonners-Ferry-ID-83805/2055520286_zpid/","22 Fortyniner Ln, Bonners Ferry, ID 83805","TOMLINSON SOTHEBY`S INTL. REALTY","$120,000","- Lot / Land for sale","5.96 acres lot","","","","","","13 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/062c085c3265ecd27d7ce5f3825f5990-p_e.jpg","https://www.zillow.com/homedetails/22-Fortyniner-Ln-Bonners-Ferry-ID-83805/2055520286_zpid/","https://photos.zillowstatic.com/fp/95cd2263f5b25b7fa35a2f64567fbb30-p_e.jpg","https://www.zillow.com/homedetails/22-Fortyniner-Ln-Bonners-Ferry-ID-83805/2055520286_zpid/","https://photos.zillowstatic.com/fp/82313b02a81408b31d30ab735c87eb38-p_e.jpg","Use arrow keys to navigate","Image 1 of 9","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""24172 N Lakeview Blvd, Rathdrum, ID 83858"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""592""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""24172 N Lakeview Blvd"",""addressLocality"":""Rathdrum"",""addressRegion"":""ID"",""postalCode"":""83858""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.886505,""longitude"":-116.87523},""url"":""https://www.zillow.com/homedetails/24172-N-Lakeview-Blvd-Rathdrum-ID-83858/113115181_zpid/""}","","https://www.zillow.com/homedetails/24172-N-Lakeview-Blvd-Rathdrum-ID-83858/113115181_zpid/","24172 N Lakeview Blvd, Rathdrum, ID 83858","CENTURY 21 BEUTLER & ASSOCIATES","$299,900","- House for sale","1","bd","1","ba","592","sqft","132 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/518ddf6967e1e8917ea94f21a08fce53-p_e.jpg","https://www.zillow.com/homedetails/24172-N-Lakeview-Blvd-Rathdrum-ID-83858/113115181_zpid/","https://photos.zillowstatic.com/fp/a6ea5622fe099b53cfc8d7f46741e4b9-p_e.jpg","https://www.zillow.com/homedetails/24172-N-Lakeview-Blvd-Rathdrum-ID-83858/113115181_zpid/","https://photos.zillowstatic.com/fp/62bb62aa9c7c0887999dec39336e7f8a-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8376 W Meltwater Ln, Eagle, ID 83616"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,788""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8376 W Meltwater Ln"",""addressLocality"":""Eagle"",""addressRegion"":""ID"",""postalCode"":""83616""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.688087,""longitude"":-116.458015},""url"":""https://www.zillow.com/homedetails/8376-W-Meltwater-Ln-Eagle-ID-83616/2058913021_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 0:00 - 3:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/8376-W-Meltwater-Ln-Eagle-ID-83616/2058913021_zpid/"",""startDate"":""2023-09-29T12:00:00"",""endDate"":""2023-09-29T15:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""8376 W Meltwater Ln"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.688087,""longitude"":-116.458015},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8376 W Meltwater Ln"",""postalCode"":""83616"",""addressLocality"":""Eagle"",""addressRegion"":""ID""}},""image"":""https://photos.zillowstatic.com/fp/f1186e2c143ab8e3f8c1df346ac2972f-p_e.jpg"",""offers"":{""price"":549900,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/8376-W-Meltwater-Ln-Eagle-ID-83616/2058913021_zpid/"",""validFrom"":""2023-09-29T12:00:00""},""performer"":""Better Homes & Gardens 43North""}","https://www.zillow.com/homedetails/8376-W-Meltwater-Ln-Eagle-ID-83616/2058913021_zpid/","8376 W Meltwater Ln, Eagle, ID 83616","Berkeley Building Co., BETTER HOMES & GARDENS 43NORTH","$549,900","- Active","3","bds","2","ba","1,788","sqft","Open: F: 12:00 PM-4:00 ...","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/f1186e2c143ab8e3f8c1df346ac2972f-p_e.jpg","https://www.zillow.com/homedetails/8376-W-Meltwater-Ln-Eagle-ID-83616/2058913021_zpid/","https://photos.zillowstatic.com/fp/98e224e94766a3af3a151079c701d2de-p_e.jpg","https://www.zillow.com/homedetails/8376-W-Meltwater-Ln-Eagle-ID-83616/2058913021_zpid/","https://photos.zillowstatic.com/fp/cb1561594d6260d2714f1a93f0332fce-p_e.jpg","Use arrow keys to navigate","Image 1 of 94","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""300 N Bob O Link Dr, Idaho Falls, ID 83401"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,040""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""300 N Bob O Link Dr"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83401""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.49808,""longitude"":-111.951416},""url"":""https://www.zillow.com/homedetails/300-N-Bob-O-Link-Dr-Idaho-Falls-ID-83401/76920307_zpid/""}","","https://www.zillow.com/homedetails/300-N-Bob-O-Link-Dr-Idaho-Falls-ID-83401/76920307_zpid/","300 N Bob O Link Dr, Idaho Falls, ID 83401","REAL ESTATE PROS LLC","$290,000","- House for sale","3","bds","1","ba","1,040","sqft","2 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","","https://www.zillow.com/homedetails/300-N-Bob-O-Link-Dr-Idaho-Falls-ID-83401/76920307_zpid/","https://photos.zillowstatic.com/fp/c23fd0520c6bd9b2825b07f82701664b-p_e.jpg","","https://photos.zillowstatic.com/fp/1a0f428e64b2995415c83e01c85a3a03-p_e.jpg","Use arrow keys to navigate","Image 1 of 2","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""265 Secesh River Rd, Pollock, ID 83547"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""480""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""265 Secesh River Rd"",""addressLocality"":""Pollock"",""addressRegion"":""ID"",""postalCode"":""83547""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":45.238243,""longitude"":-115.80895},""url"":""https://www.zillow.com/homedetails/265-Secesh-River-Rd-Pollock-ID-83547/115522821_zpid/""}","","https://www.zillow.com/homedetails/265-Secesh-River-Rd-Pollock-ID-83547/115522821_zpid/","265 Secesh River Rd, Pollock, ID 83547","CENTURY 21 WHITEWATER CLARK","$205,000","- Active","1","bd","1","ba","480","sqft","45 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/4df179b1dc085564cf8a8b94ca6a843b-p_e.jpg","https://www.zillow.com/homedetails/265-Secesh-River-Rd-Pollock-ID-83547/115522821_zpid/","https://photos.zillowstatic.com/fp/755baebf0bc21f5ff0c7dc69d8042211-p_e.jpg","https://www.zillow.com/homedetails/265-Secesh-River-Rd-Pollock-ID-83547/115522821_zpid/","https://photos.zillowstatic.com/fp/c3d5a5ccef634329a2f4efc5518fae23-p_e.jpg","Use arrow keys to navigate","Image 1 of 28","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""505 E A St, Moscow, ID 83843"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,203""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""505 E A St"",""addressLocality"":""Moscow"",""addressRegion"":""ID"",""postalCode"":""83843""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":46.73435,""longitude"":-116.99532},""url"":""https://www.zillow.com/homedetails/505-E-A-St-Moscow-ID-83843/110455523_zpid/""}","","https://www.zillow.com/homedetails/505-E-A-St-Moscow-ID-83843/110455523_zpid/","505 E A St, Moscow, ID 83843","KESTREL REALTY GROUP","$1,285,000","- Active","7","bds","4","ba","5,203","sqft","Price cut: $90,000 (Sep 19)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/c3c6ce1e9b989192b4cf1e82dda624a7-p_e.jpg","https://www.zillow.com/homedetails/505-E-A-St-Moscow-ID-83843/110455523_zpid/","https://photos.zillowstatic.com/fp/7694cb8d3cc2528ca0c3fd27056d9b96-p_e.jpg","https://www.zillow.com/homedetails/505-E-A-St-Moscow-ID-83843/110455523_zpid/","https://photos.zillowstatic.com/fp/bf8ad6695df1c10337debe89ba3f10d7-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""250 E Pidcock Rd, Inkom, ID 83245"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,784""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""250 E Pidcock Rd"",""addressLocality"":""Inkom"",""addressRegion"":""ID"",""postalCode"":""83245""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":42.78389,""longitude"":-112.215744},""url"":""https://www.zillow.com/homedetails/250-E-Pidcock-Rd-Inkom-ID-83245/331548610_zpid/""}","","https://www.zillow.com/homedetails/250-E-Pidcock-Rd-Inkom-ID-83245/331548610_zpid/","250 E Pidcock Rd, Inkom, ID 83245","PREMIER PROPERTIES","$775,000","- House for sale","5","bds","3","ba","3,784","sqft","9 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/01b105e93c75134afb482da1221a0881-p_e.jpg","https://www.zillow.com/homedetails/250-E-Pidcock-Rd-Inkom-ID-83245/331548610_zpid/","https://photos.zillowstatic.com/fp/6914cbc6d4c1e3a91ca0e2a5ecb782aa-p_e.jpg","https://www.zillow.com/homedetails/250-E-Pidcock-Rd-Inkom-ID-83245/331548610_zpid/","https://photos.zillowstatic.com/fp/b02a6aa8329bc85083062a32f23fca9d-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""9551 N Atlas Rd, Hayden Lake, ID 83835"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,958""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""9551 N Atlas Rd"",""addressLocality"":""Hayden Lake"",""addressRegion"":""ID"",""postalCode"":""83835""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.75846,""longitude"":-116.82987},""url"":""https://www.zillow.com/homedetails/9551-N-Atlas-Rd-Hayden-Lake-ID-83835/113126830_zpid/""}","","https://www.zillow.com/homedetails/9551-N-Atlas-Rd-Hayden-Lake-ID-83835/113126830_zpid/","9551 N Atlas Rd, Hayden Lake, ID 83835","KELLER WILLIAMS REALTY COEUR D'ALENE","$414,900","- House for sale","4","bds","3","ba","1,958","sqft","Price cut: $10,000 (Sep 13)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/36b2a3587d566e4abf0654a6d539a208-p_e.jpg","https://www.zillow.com/homedetails/9551-N-Atlas-Rd-Hayden-Lake-ID-83835/113126830_zpid/","https://photos.zillowstatic.com/fp/e80befebc14455e44506557afc1dea58-p_e.jpg","https://www.zillow.com/homedetails/9551-N-Atlas-Rd-Hayden-Lake-ID-83835/113126830_zpid/","https://photos.zillowstatic.com/fp/d77e8ae650f2d4836ce15b64b25835a9-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
