"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11633 E 410th Rd, Claremore, OK 74017"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,536""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11633 E 410th Rd"",""addressLocality"":""Claremore"",""addressRegion"":""OK"",""postalCode"":""74017""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.421177,""longitude"":-95.61775},""url"":""https://www.zillow.com/homedetails/11633-E-410th-Rd-Claremore-OK-74017/22095424_zpid/""}","https://www.zillow.com/homedetails/11633-E-410th-Rd-Claremore-OK-74017/22095424_zpid/","11633 E 410th Rd, Claremore, OK 74017","KELLER WILLIAMS PREMIER, Mary K Richardson","$265,000","- House for sale","3","bds","1","ba","1,536","sqft","5 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/11633-E-410th-Rd-Claremore-OK-74017/22095424_zpid/","https://photos.zillowstatic.com/fp/9a2bb5c5ce990e762f9838de1e9d50ad-p_e.jpg","https://photos.zillowstatic.com/fp/aa694ca585b1287a5dfa15dfb8792e48-p_e.jpg","https://photos.zillowstatic.com/fp/3665e9719827873ef4517b7c127a7cf8-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1048 Robin Hood Rd, Eufaula, OK 74432"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,520""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1048 Robin Hood Rd"",""addressLocality"":""Eufaula"",""addressRegion"":""OK"",""postalCode"":""74432""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.278046,""longitude"":-95.5558},""url"":""https://www.zillow.com/homedetails/1048-Robin-Hood-Rd-Eufaula-OK-74432/93303454_zpid/""}","https://www.zillow.com/homedetails/1048-Robin-Hood-Rd-Eufaula-OK-74432/93303454_zpid/","1048 Robin Hood Rd, Eufaula, OK 74432","LAKESIDE REAL ESTATE, Natalie Tracy","$689,000","- House for sale","4","bds","3","ba","3,520","sqft","6 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1048-Robin-Hood-Rd-Eufaula-OK-74432/93303454_zpid/","https://photos.zillowstatic.com/fp/80e29ad97d9cbffb1517970cc773ff43-p_e.jpg","https://photos.zillowstatic.com/fp/b008359b2151d603fed63de93fd88ac8-p_e.jpg","https://photos.zillowstatic.com/fp/2484e86d39df0ff78432df8f5bc05193-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12512 Babbling Brook Dr, Piedmont, OK 73078"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,677""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12512 Babbling Brook Dr"",""addressLocality"":""Piedmont"",""addressRegion"":""OK"",""postalCode"":""73078""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.610416,""longitude"":-97.751915},""url"":""https://www.zillow.com/homedetails/12512-Babbling-Brook-Dr-Piedmont-OK-73078/294821990_zpid/""}","https://www.zillow.com/homedetails/12512-Babbling-Brook-Dr-Piedmont-OK-73078/294821990_zpid/","12512 Babbling Brook Dr, Piedmont, OK 73078","KELLER WILLIAMS-GREEN MEADOW, Becky Seda","$256,000","- House for sale","3","bds","2","ba","1,677","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/12512-Babbling-Brook-Dr-Piedmont-OK-73078/294821990_zpid/","https://photos.zillowstatic.com/fp/f1a3bb2c1593c2cbd2928323bbb4fb25-p_e.jpg","https://photos.zillowstatic.com/fp/ee44870008a5bce150842f2ae3fc02fc-p_e.jpg","https://photos.zillowstatic.com/fp/fad4f777301b2cf2a5cb0d8528c649a5-p_e.jpg","Use arrow keys to navigate","Image 1 of 43","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4109 Continental Pl, Enid, OK 73703"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,771""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4109 Continental Pl"",""addressLocality"":""Enid"",""addressRegion"":""OK"",""postalCode"":""73703""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.4201,""longitude"":-97.930305},""url"":""https://www.zillow.com/homedetails/4109-Continental-Pl-Enid-OK-73703/93261174_zpid/""}","https://www.zillow.com/homedetails/4109-Continental-Pl-Enid-OK-73703/93261174_zpid/","4109 Continental Pl, Enid, OK 73703","REMAX PREMIER","$259,900","- House for sale","3","bds","2","ba","1,771","sqft","11 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4109-Continental-Pl-Enid-OK-73703/93261174_zpid/","https://photos.zillowstatic.com/fp/2d4b1a0dc626ed8cddfa435d812b65c0-p_e.jpg","https://photos.zillowstatic.com/fp/7bd5e405f95818f468be82accd248266-p_e.jpg","https://photos.zillowstatic.com/fp/3d467cd06e1b81b93bb06368abe9c9d6-p_e.jpg","Use arrow keys to navigate","Image 1 of 32","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7305 S Trenton Ave, Tulsa, OK 74136"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,337""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7305 S Trenton Ave"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74136""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.05837,""longitude"":-95.96861},""url"":""https://www.zillow.com/homedetails/7305-S-Trenton-Ave-Tulsa-OK-74136/22223233_zpid/""}","https://www.zillow.com/homedetails/7305-S-Trenton-Ave-Tulsa-OK-74136/22223233_zpid/","7305 S Trenton Ave, Tulsa, OK 74136","COLDWELL BANKER SELECT, Chris Martin","$310,000","- House for sale","4","bds","3","ba","2,337","sqft","7 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/7305-S-Trenton-Ave-Tulsa-OK-74136/22223233_zpid/","https://photos.zillowstatic.com/fp/fd35d0abe4946053fac167652ff7fd4d-p_e.jpg","https://photos.zillowstatic.com/fp/0f9b2c3968d2f3e7d183fe782fdbbc47-p_e.jpg","https://photos.zillowstatic.com/fp/fa34ce8b0190663d8555651fb00440a6-p_e.jpg","Use arrow keys to navigate","Image 1 of 15","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1101 SE 10th St, Muldrow, OK 74948"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""964""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1101 SE 10th St"",""addressLocality"":""Muldrow"",""addressRegion"":""OK"",""postalCode"":""74948""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.401592,""longitude"":-94.58199},""url"":""https://www.zillow.com/homedetails/1101-SE-10th-St-Muldrow-OK-74948/2055487402_zpid/""}","https://www.zillow.com/homedetails/1101-SE-10th-St-Muldrow-OK-74948/2055487402_zpid/","1101 SE 10th St, Muldrow, OK 74948","O'NEAL REAL ESTATE- FORT SMITH, The Burt Team","$139,900","- House for sale","3","bds","2","ba","964","sqft","3 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1101-SE-10th-St-Muldrow-OK-74948/2055487402_zpid/","https://photos.zillowstatic.com/fp/653e0b191ffbe6a8d8266cb74bfd2c46-p_e.jpg","https://photos.zillowstatic.com/fp/ceb2a55cccaf20fc8ceda2b5c4d92a8d-p_e.jpg","https://photos.zillowstatic.com/fp/62058c47e2ea07d4218163c8422dc419-p_e.jpg","Use arrow keys to navigate","Image 1 of 11","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1105 Easy St, Frederick, OK 73542"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1105 Easy St"",""addressLocality"":""Frederick"",""addressRegion"":""OK"",""postalCode"":""73542""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.402138,""longitude"":-99.00626},""url"":""https://www.zillow.com/homedetails/1105-Easy-St-Frederick-OK-73542/86142772_zpid/""}","https://www.zillow.com/homedetails/1105-Easy-St-Frederick-OK-73542/86142772_zpid/","1105 Easy St, Frederick, OK 73542","ASH REALTY","$247,500","- House for sale","3","bds","3","ba","2,800","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1105-Easy-St-Frederick-OK-73542/86142772_zpid/","https://photos.zillowstatic.com/fp/15a87244d704592738f416455ff9e419-p_e.jpg","https://photos.zillowstatic.com/fp/8846a3aeb0c8b64f3927b0f12558fa77-p_e.jpg","https://photos.zillowstatic.com/fp/394702337cc2e92e116ebe6e85955e7c-p_e.jpg","Use arrow keys to navigate","Image 1 of 5","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""(Undisclosed Address), Oklahoma City, OK 73162"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,802""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""(undisclosed Address)"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73162""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org""},""url"":""https://www.zillow.com/homedetails/Oklahoma-City-OK-73162/21944124_zpid/""}","https://www.zillow.com/homedetails/Oklahoma-City-OK-73162/21944124_zpid/","(undisclosed Address), Oklahoma City, OK 73162","EXP REALTY, Virginia McAlpin","$440,000","- House for sale","4","bds","4","ba","2,802","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/Oklahoma-City-OK-73162/21944124_zpid/","https://photos.zillowstatic.com/fp/3f7df45adc9eeeeee9ff241311bed433-p_e.jpg","https://photos.zillowstatic.com/fp/ad9238040e9330d88801d588456680d9-p_e.jpg","https://photos.zillowstatic.com/fp/2537b00154b02cd17c5cfc27a4037eaa-p_e.jpg","Use arrow keys to navigate","Image 1 of 19","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6900 Admiralty Way, Oklahoma City, OK 73116"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,007""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6900 Admiralty Way"",""addressLocality"":""Oklahoma City"",""addressRegion"":""OK"",""postalCode"":""73116""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.542114,""longitude"":-97.59052},""url"":""https://www.zillow.com/homedetails/6900-Admiralty-Way-Oklahoma-City-OK-73116/21912861_zpid/""}","https://www.zillow.com/homedetails/6900-Admiralty-Way-Oklahoma-City-OK-73116/21912861_zpid/","6900 Admiralty Way, Oklahoma City, OK 73116","CHAMBERLAIN REALTY LLC, Tina Pastran","$329,900","- House for sale","3","bds","3","ba","2,007","sqft","44 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/6900-Admiralty-Way-Oklahoma-City-OK-73116/21912861_zpid/","https://photos.zillowstatic.com/fp/139a810ef6665721123b8ce73170f27b-p_e.jpg","https://photos.zillowstatic.com/fp/88a7310751d90c86082cf9f772d85d90-p_e.jpg","https://photos.zillowstatic.com/fp/7f5743de9d64c1b68ef5923d58791a3f-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""601 Elm St, Henryetta, OK 74437"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,544""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""601 Elm St"",""addressLocality"":""Henryetta"",""addressRegion"":""OK"",""postalCode"":""74437""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.459625,""longitude"":-95.98926},""url"":""https://www.zillow.com/homedetails/601-Elm-St-Henryetta-OK-74437/86081662_zpid/""}","https://www.zillow.com/homedetails/601-Elm-St-Henryetta-OK-74437/86081662_zpid/","601 Elm St, Henryetta, OK 74437","CROSBY REAL ESTATE, INC., Lindsey McKinney","$170,000","- House for sale","3","bds","2","ba","1,544","sqft","90 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/601-Elm-St-Henryetta-OK-74437/86081662_zpid/","https://photos.zillowstatic.com/fp/140d369ba1ee40adc4063679858a09a5-p_e.jpg","https://photos.zillowstatic.com/fp/f20918c1d5ff711245cdde240ba935a4-p_e.jpg","https://photos.zillowstatic.com/fp/7723c12665d574a66d83c32215c91339-p_e.jpg","Use arrow keys to navigate","Image 1 of 14","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3240 Fairway Dr, Moore, OK 73160"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,156""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3240 Fairway Dr"",""addressLocality"":""Moore"",""addressRegion"":""OK"",""postalCode"":""73160""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.307755,""longitude"":-97.46176},""url"":""https://www.zillow.com/homedetails/3240-Fairway-Dr-Moore-OK-73160/21711767_zpid/""}","https://www.zillow.com/homedetails/3240-Fairway-Dr-Moore-OK-73160/21711767_zpid/","3240 Fairway Dr, Moore, OK 73160","WHITTINGTON REALTY, Ryan Woods","$275,000","- House for sale","5","bds","3","ba","2,156","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/3240-Fairway-Dr-Moore-OK-73160/21711767_zpid/","https://photos.zillowstatic.com/fp/0c5cc5affe882685d56fe0e8a3615624-p_e.jpg","https://photos.zillowstatic.com/fp/a0587c87585f853e08d5e7b0893fe430-p_e.jpg","https://photos.zillowstatic.com/fp/b02ac04846192540a06f00696f49b11a-p_e.jpg","Use arrow keys to navigate","Image 1 of 22","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5228 S Delaware Pl, Tulsa, OK 74105"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,104""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5228 S Delaware Pl"",""addressLocality"":""Tulsa"",""addressRegion"":""OK"",""postalCode"":""74105""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.086834,""longitude"":-95.94855},""url"":""https://www.zillow.com/homedetails/5228-S-Delaware-Pl-Tulsa-OK-74105/22183068_zpid/""}","https://www.zillow.com/homedetails/5228-S-Delaware-Pl-Tulsa-OK-74105/22183068_zpid/","5228 S Delaware Pl, Tulsa, OK 74105","LEGACY REALTY ADVISORS, Nick Hutchison","$139,900","- House for sale","2","bds","2","ba","1,104","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5228-S-Delaware-Pl-Tulsa-OK-74105/22183068_zpid/","https://photos.zillowstatic.com/fp/af4fe5ffa525cb76f408a3a4216cb1ae-p_e.jpg","https://photos.zillowstatic.com/fp/f1ac1ae5c4193842bc1c694505bd80e7-p_e.jpg","https://photos.zillowstatic.com/fp/2fb244d79d571ef58f2f47522fc0a76b-p_e.jpg","Use arrow keys to navigate","Image 1 of 26","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1626 Grace Pl, Fort Gibson, OK 74434"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,279""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1626 Grace Pl"",""addressLocality"":""Fort Gibson"",""addressRegion"":""OK"",""postalCode"":""74434""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.78586,""longitude"":-95.19207},""url"":""https://www.zillow.com/homedetails/1626-Grace-Pl-Fort-Gibson-OK-74434/216410720_zpid/""}","https://www.zillow.com/homedetails/1626-Grace-Pl-Fort-Gibson-OK-74434/216410720_zpid/","1626 Grace Pl, Fort Gibson, OK 74434","RE/MAX & ASSOCIATES, Stacy Alexander","$745,000","- House for sale","4","bds","4","ba","3,279","sqft","2 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1626-Grace-Pl-Fort-Gibson-OK-74434/216410720_zpid/","https://photos.zillowstatic.com/fp/f35d3404b3689e6173d9ab512c17729f-p_e.jpg","https://photos.zillowstatic.com/fp/9c9846aa18df4b4728de761a74d86030-p_e.jpg","https://photos.zillowstatic.com/fp/f15c639948917a90214920830b4ad5b2-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2110 S 70th St E, Muskogee, OK 74403"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,734""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2110 S 70th St E"",""addressLocality"":""Muskogee"",""addressRegion"":""OK"",""postalCode"":""74403""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.728634,""longitude"":-95.25909},""url"":""https://www.zillow.com/homedetails/2110-S-70th-St-E-Muskogee-OK-74403/2071633378_zpid/""}","https://www.zillow.com/homedetails/2110-S-70th-St-E-Muskogee-OK-74403/2071633378_zpid/","2110 S 70th St E, Muskogee, OK 74403","C21/WRIGHT REAL ESTATE, Sidni Shockley","$159,900","- Foreclosure","3","bds","2","ba","1,734","sqft","22 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2110-S-70th-St-E-Muskogee-OK-74403/2071633378_zpid/","https://photos.zillowstatic.com/fp/6c83e3547b5fa00404a8a1226161eb83-p_e.jpg","https://photos.zillowstatic.com/fp/e694dcf4268ad6a431ba858f491fb343-p_e.jpg","https://photos.zillowstatic.com/fp/1deb0ef83fb52eb1a0652c361ff7d124-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1907 NW Lindy Ave, Lawton, OK 73507"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,400""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1907 NW Lindy Ave"",""addressLocality"":""Lawton"",""addressRegion"":""OK"",""postalCode"":""73507""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.636402,""longitude"":-98.41943},""url"":""https://www.zillow.com/homedetails/1907-NW-Lindy-Ave-Lawton-OK-73507/49464558_zpid/""}","https://www.zillow.com/homedetails/1907-NW-Lindy-Ave-Lawton-OK-73507/49464558_zpid/","1907 NW Lindy Ave, Lawton, OK 73507","LOGAN'S HOMES","$72,500","- House for sale","4","bds","2","ba","1,400","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1907-NW-Lindy-Ave-Lawton-OK-73507/49464558_zpid/","https://photos.zillowstatic.com/fp/4a0f5a945ab84c74d0a88fda2c93b8f9-p_e.jpg","https://photos.zillowstatic.com/fp/98fab9e618dd1785debfef8a5a08764a-p_e.jpg","https://photos.zillowstatic.com/fp/8ab4358020ed41d44e199a4d81916ea6-p_e.jpg","Use arrow keys to navigate","Image 1 of 10","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12422 SW Oakland Ln, Lawton, OK 73505"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12422 SW Oakland Ln"",""addressLocality"":""Lawton"",""addressRegion"":""OK"",""postalCode"":""73505""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.583614,""longitude"":-98.4758},""url"":""https://www.zillow.com/homedetails/12422-SW-Oakland-Ln-Lawton-OK-73505/2055666412_zpid/""}","https://www.zillow.com/homedetails/12422-SW-Oakland-Ln-Lawton-OK-73505/2055666412_zpid/","12422 SW Oakland Ln, Lawton, OK 73505","REAL ESTATE EXPERTS","$749,000","- House for sale","4","bds","4","ba","3,900","sqft","13 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/12422-SW-Oakland-Ln-Lawton-OK-73505/2055666412_zpid/","https://photos.zillowstatic.com/fp/71fc7a0f0cd93288e13d2a18331961fb-p_e.jpg","https://photos.zillowstatic.com/fp/44daf1dbc3e25ade8c5d9a2b69eb27ee-p_e.jpg","https://photos.zillowstatic.com/fp/b73fb0800e1ab27757ee06c2b4fb3305-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1408 Carol Ct, Miami, OK 74354"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,596""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1408 Carol Ct"",""addressLocality"":""Miami"",""addressRegion"":""OK"",""postalCode"":""74354""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.891132,""longitude"":-94.8651},""url"":""https://www.zillow.com/homedetails/1408-Carol-Ct-Miami-OK-74354/86092511_zpid/""}","https://www.zillow.com/homedetails/1408-Carol-Ct-Miami-OK-74354/86092511_zpid/","1408 Carol Ct, Miami, OK 74354","JOHNSON & ASSOCIATES REALTY","$106,000","- House for sale","3","bds","2","ba","1,596","sqft","18 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1408-Carol-Ct-Miami-OK-74354/86092511_zpid/","https://photos.zillowstatic.com/fp/1068e8e1c22773bc8583b4bcd168f45e-p_e.jpg","https://photos.zillowstatic.com/fp/cf282318ba7f09c26a831990f5b22439-p_e.jpg","https://photos.zillowstatic.com/fp/0bdfd4bef7e224f4f9eb7e98b6193ecd-p_e.jpg","Use arrow keys to navigate","Image 1 of 18","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""710 W Ironman Ave, Nowata, OK 74048"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,764""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""710 W Ironman Ave"",""addressLocality"":""Nowata"",""addressRegion"":""OK"",""postalCode"":""74048""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.68853,""longitude"":-95.646164},""url"":""https://www.zillow.com/homedetails/710-W-Ironman-Ave-Nowata-OK-74048/86074760_zpid/""}","https://www.zillow.com/homedetails/710-W-Ironman-Ave-Nowata-OK-74048/86074760_zpid/","710 W Ironman Ave, Nowata, OK 74048","ARROWHEAD LAND COMPANY LLC, Erica Brent","$189,000","- House for sale","4","bds","3","ba","2,764","sqft","39 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/710-W-Ironman-Ave-Nowata-OK-74048/86074760_zpid/","https://photos.zillowstatic.com/fp/89023da6b89fb5e801e733b9db4d015f-p_e.jpg","https://photos.zillowstatic.com/fp/808d55efb42c90886c0a53d9658c57bc-p_e.jpg","https://photos.zillowstatic.com/fp/b86496e6b8e01a594d8b89dd79b20a83-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""710 5th Ave, Warner, OK 74469"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,567""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""710 5th Ave"",""addressLocality"":""Warner"",""addressRegion"":""OK"",""postalCode"":""74469""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.493385,""longitude"":-95.30423},""url"":""https://www.zillow.com/homedetails/710-5th-Ave-Warner-OK-74469/2083772600_zpid/""}","https://www.zillow.com/homedetails/710-5th-Ave-Warner-OK-74469/2083772600_zpid/","710 5th Ave, Warner, OK 74469","C21/FIRST CHOICE REALTY, Andrea Dickerson","$135,500","- House for sale","3","bds","2","ba","1,567","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/710-5th-Ave-Warner-OK-74469/2083772600_zpid/","https://photos.zillowstatic.com/fp/826204ea7057457bef4f6bdc1fe2dcfc-p_e.jpg","https://photos.zillowstatic.com/fp/5054989db578a6c4301a7711171329f3-p_e.jpg","https://photos.zillowstatic.com/fp/a2553dfc2ced5e49f7ea052d6c40aa8a-p_e.jpg","Use arrow keys to navigate","Image 1 of 21","Save this home"
