"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7362 N Tall Oaks Dr, Park City, UT 84098"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,756""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7362 N Tall Oaks Dr"",""addressLocality"":""Park City"",""addressRegion"":""UT"",""postalCode"":""84098""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.738094,""longitude"":-111.577},""url"":""https://www.zillow.com/homedetails/7362-N-Tall-Oaks-Dr-Park-City-UT-84098/68841622_zpid/""}","https://www.zillow.com/homedetails/7362-N-Tall-Oaks-Dr-Park-City-UT-84098/68841622_zpid/","7362 N Tall Oaks Dr, Park City, UT 84098","DAVIS-COLEMAN REALTY","$1,499,000","- House for sale","4","bds","3","ba","3,756","sqft","Price cut: $300,000 (Aug 10)","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/7362-N-Tall-Oaks-Dr-Park-City-UT-84098/68841622_zpid/","https://photos.zillowstatic.com/fp/e0c054bd27446d462bf7923420d18a2f-p_e.jpg","https://photos.zillowstatic.com/fp/32d4a96ad259e4066e25e4b1ef4ed755-p_e.jpg","https://photos.zillowstatic.com/fp/19e6d7c240c270c5a884c5694a884812-p_e.jpg","Use arrow keys to navigate","Image 1 of 54","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7911 S Willowcrest Rd, Cottonwood Heights, UT 84121"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,294""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7911 S Willowcrest Rd"",""addressLocality"":""Cottonwood Heights"",""addressRegion"":""UT"",""postalCode"":""84121""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.60742,""longitude"":-111.80267},""url"":""https://www.zillow.com/homedetails/7911-S-Willowcrest-Rd-Cottonwood-Heights-UT-84121/12887015_zpid/""}","https://www.zillow.com/homedetails/7911-S-Willowcrest-Rd-Cottonwood-Heights-UT-84121/12887015_zpid/","7911 S Willowcrest Rd, Cottonwood Heights, UT 84121","WINDERMERE REAL ESTATE (DRAPER)","$870,000","- House for sale","5","bds","4","ba","4,294","sqft","40 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/7911-S-Willowcrest-Rd-Cottonwood-Heights-UT-84121/12887015_zpid/","https://photos.zillowstatic.com/fp/35a5ef007b9ebaebc3602342ced60995-p_e.jpg","https://photos.zillowstatic.com/fp/2c0cc6e70a44bd065c2767111e2ab5ce-p_e.jpg","https://photos.zillowstatic.com/fp/b6a3ced4fb59c9f5a5dcc795a526ea15-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""169 Dodge St, Helper, UT 84526"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,330""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""169 Dodge St"",""addressLocality"":""Helper"",""addressRegion"":""UT"",""postalCode"":""84526""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.690533,""longitude"":-110.85104},""url"":""https://www.zillow.com/homedetails/169-Dodge-St-Helper-UT-84526/108143975_zpid/""}","https://www.zillow.com/homedetails/169-Dodge-St-Helper-UT-84526/108143975_zpid/","169 Dodge St, Helper, UT 84526","RE/MAX BRIDGE REALTY","$195,000","- House for sale","2","bds","2","ba","1,330","sqft","6 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/169-Dodge-St-Helper-UT-84526/108143975_zpid/","https://photos.zillowstatic.com/fp/f0bcf9e9670e07ec9c62bf4e1d18d006-p_e.jpg","https://photos.zillowstatic.com/fp/3903eed88636a85569b0f4db67a2bbb6-p_e.jpg","https://photos.zillowstatic.com/fp/12cfcf97c9de9a0b3c6c03d86ecda15c-p_e.jpg","Use arrow keys to navigate","Image 1 of 7","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1959 W Condie Dr, Taylorsville, UT 84129"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,158""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1959 W Condie Dr"",""addressLocality"":""Taylorsville"",""addressRegion"":""UT"",""postalCode"":""84129""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.6767,""longitude"":-111.944016},""url"":""https://www.zillow.com/homedetails/1959-W-Condie-Dr-Taylorsville-UT-84129/12810404_zpid/""}","https://www.zillow.com/homedetails/1959-W-Condie-Dr-Taylorsville-UT-84129/12810404_zpid/","1959 W Condie Dr, Taylorsville, UT 84129","BERKSHIRE HATHAWAY HOMESERVICES UTAH PROPERTIES (SALT LAKE)","$515,000","- House for sale","5","bds","3","ba","2,158","sqft","3D Tour","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1959-W-Condie-Dr-Taylorsville-UT-84129/12810404_zpid/","https://photos.zillowstatic.com/fp/b01e4b16b0d23c741ae4c6363481dcbf-p_e.jpg","https://photos.zillowstatic.com/fp/9573e591ffc2eb912bf1c131d56e8e95-p_e.jpg","https://photos.zillowstatic.com/fp/c77718b2abe872658cbbdc52b91d1626-p_e.jpg","Use arrow keys to navigate","Image 1 of 35","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1343 S 4125 W, Syracuse, UT 84075"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,754""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1343 S 4125 W"",""addressLocality"":""Syracuse"",""addressRegion"":""UT"",""postalCode"":""84075""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.0944,""longitude"":-112.1055},""url"":""https://www.zillow.com/homedetails/1343-S-4125-W-Syracuse-UT-84075/2082504934_zpid/""}","https://www.zillow.com/homedetails/1343-S-4125-W-Syracuse-UT-84075/2082504934_zpid/","1343 S 4125 W, Syracuse, UT 84075","RE/MAX ODYSSEY","$750,000","- House for sale","6","bds","4","ba","3,754","sqft","3D Tour","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1343-S-4125-W-Syracuse-UT-84075/2082504934_zpid/","https://photos.zillowstatic.com/fp/07ad789d090adb63ed4ff972532b744d-p_e.jpg","https://photos.zillowstatic.com/fp/4f04345b39f989f0102b5e3a2ba5e278-p_e.jpg","https://photos.zillowstatic.com/fp/aab0b3460d3f91bab620815034ba3a87-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2227 E 5340 S, Salt Lake City, UT 84117"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""11,351""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2227 E 5340 S"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84117""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.655323,""longitude"":-111.82686},""url"":""https://www.zillow.com/homedetails/2227-E-5340-S-Salt-Lake-City-UT-84117/12861414_zpid/""}","https://www.zillow.com/homedetails/2227-E-5340-S-Salt-Lake-City-UT-84117/12861414_zpid/","2227 E 5340 S, Salt Lake City, UT 84117","SUMMIT SOTHEBY'S INTERNATIONAL REALTY","$7,999,999","- House for sale","7","bds","10","ba","11,351","sqft","Price cut: $400,001 (Sep 6)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2227-E-5340-S-Salt-Lake-City-UT-84117/12861414_zpid/","https://photos.zillowstatic.com/fp/3edf49e49b8b87ceb4252fa1678c8dff-p_e.jpg","https://photos.zillowstatic.com/fp/cc008df3a3df689444a08e75ac5f7414-p_e.jpg","https://photos.zillowstatic.com/fp/7cba271a81c1d1b69a7fab93e92ae7d7-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1012 N Eastcapitol Blvd, Salt Lake City, UT 84103"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,875""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1012 N Eastcapitol Blvd"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84103""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.791836,""longitude"":-111.88139},""url"":""https://www.zillow.com/homedetails/1012-N-Eastcapitol-Blvd-Salt-Lake-City-UT-84103/12717451_zpid/""}","https://www.zillow.com/homedetails/1012-N-Eastcapitol-Blvd-Salt-Lake-City-UT-84103/12717451_zpid/","1012 N Eastcapitol Blvd, Salt Lake City, UT 84103","COLDWELL BANKER REALTY (SALT LAKE-SUGAR HOUSE)","$1,800,000","- House for sale","6","bds","5","ba","5,875","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1012-N-Eastcapitol-Blvd-Salt-Lake-City-UT-84103/12717451_zpid/","https://photos.zillowstatic.com/fp/4ecf58467096c2883c5ddb63ea9f786e-p_e.jpg","https://photos.zillowstatic.com/fp/51e9882b90841bb8609466a67cb8436a-p_e.jpg","https://photos.zillowstatic.com/fp/b42e9d43cd8e9daf868cb780d5fc852f-p_e.jpg","Use arrow keys to navigate","Image 1 of 53","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""93 E Hickman Flat Rd, Monticello, UT 84535"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,566""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""93 E Hickman Flat Rd"",""addressLocality"":""Monticello"",""addressRegion"":""UT"",""postalCode"":""84535""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.950695,""longitude"":-109.3307},""url"":""https://www.zillow.com/homedetails/93-E-Hickman-Flat-Rd-Monticello-UT-84535/121494448_zpid/""}","https://www.zillow.com/homedetails/93-E-Hickman-Flat-Rd-Monticello-UT-84535/121494448_zpid/","93 E Hickman Flat Rd, Monticello, UT 84535","COUNTYWIDE REALTY","$459,000","- House for sale","3","bds","2","ba","1,566","sqft","Price cut: $10,000 (Sep 12)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/93-E-Hickman-Flat-Rd-Monticello-UT-84535/121494448_zpid/","https://photos.zillowstatic.com/fp/f303b7ab60d7455c59541fada58fec93-p_e.jpg","https://photos.zillowstatic.com/fp/6ec910d4194f3203942ac08a7c6d5260-p_e.jpg","https://photos.zillowstatic.com/fp/911cbf67e2825cc89be28b9e6525a9e9-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""165 S 1100 E, Salt Lake City, UT 84102"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,493""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""165 S 1100 E"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84102""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.765568,""longitude"":-111.85907},""url"":""https://www.zillow.com/homedetails/165-S-1100-E-Salt-Lake-City-UT-84102/12753969_zpid/""}","https://www.zillow.com/homedetails/165-S-1100-E-Salt-Lake-City-UT-84102/12753969_zpid/","165 S 1100 E, Salt Lake City, UT 84102","CITYHOME COLLECTIVE","$1,175,000","- House for sale","3","bds","3","ba","2,493","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/165-S-1100-E-Salt-Lake-City-UT-84102/12753969_zpid/","https://photos.zillowstatic.com/fp/71954a09e21779aa61a789347d3bbfea-p_e.jpg","https://photos.zillowstatic.com/fp/60e0d0db12f18de638dd7b9d33056cf2-p_e.jpg","https://photos.zillowstatic.com/fp/006de37b39741016894c6d6de806b5ff-p_e.jpg","Use arrow keys to navigate","Image 1 of 28","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""592 E 1100 N, Pleasant Grove, UT 84062"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,300""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""592 E 1100 N"",""addressLocality"":""Pleasant Grove"",""addressRegion"":""UT"",""postalCode"":""84062""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.375156,""longitude"":-111.72782},""url"":""https://www.zillow.com/homedetails/592-E-1100-N-Pleasant-Grove-UT-84062/11897532_zpid/""}","https://www.zillow.com/homedetails/592-E-1100-N-Pleasant-Grove-UT-84062/11897532_zpid/","592 E 1100 N, Pleasant Grove, UT 84062","DOUBLE EDGE REAL ESTATE","$530,000","- House for sale","4","bds","3","ba","2,300","sqft","7 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/592-E-1100-N-Pleasant-Grove-UT-84062/11897532_zpid/","https://photos.zillowstatic.com/fp/4579c86338ee393643ab4b821293ecfc-p_e.jpg","https://photos.zillowstatic.com/fp/f100fe817edaf0a1650eaedd7842ec3c-p_e.jpg","https://photos.zillowstatic.com/fp/8447e9d73efb2bd3ba373f0c74dfca94-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""318 W Autumn Creek Dr, Saratoga Springs, UT 84045"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,904""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""318 W Autumn Creek Dr"",""addressLocality"":""Saratoga Springs"",""addressRegion"":""UT"",""postalCode"":""84045""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.301414,""longitude"":-111.89186},""url"":""https://www.zillow.com/homedetails/318-W-Autumn-Creek-Dr-Saratoga-Springs-UT-84045/2055380715_zpid/""}","https://www.zillow.com/homedetails/318-W-Autumn-Creek-Dr-Saratoga-Springs-UT-84045/2055380715_zpid/","318 W Autumn Creek Dr, Saratoga Springs, UT 84045","KW SOUTH VALLEY KELLER WILLIAMS","$649,900","- House for sale","4","bds","3","ba","3,904","sqft","Open: Thu. 4-6pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/318-W-Autumn-Creek-Dr-Saratoga-Springs-UT-84045/2055380715_zpid/","https://photos.zillowstatic.com/fp/af72cb828791ed234bbc74e44711b11e-p_e.jpg","https://photos.zillowstatic.com/fp/eeee2e3d9f7ad3d133ba19820e2133fb-p_e.jpg","https://photos.zillowstatic.com/fp/bd65cb4b0dd879baee2c22df21af3b59-p_e.jpg","Use arrow keys to navigate","Image 1 of 15","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""569 S 230 W #28, Orem, UT 84058"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,912""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""569 S 230 W #28"",""addressLocality"":""Orem"",""addressRegion"":""UT"",""postalCode"":""84058""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.291607,""longitude"":-111.70128},""url"":""https://www.zillow.com/homedetails/569-S-230-W-28-Orem-UT-84058/2057229992_zpid/""}","https://www.zillow.com/homedetails/569-S-230-W-28-Orem-UT-84058/2057229992_zpid/","569 S 230 W #28, Orem, UT 84058","ARIVE REALTY","$819,900","- New construction","6","bds","4","ba","3,912","sqft","18 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/569-S-230-W-28-Orem-UT-84058/2057229992_zpid/","https://photos.zillowstatic.com/fp/1ee31dbfd08d1dc3590ca232d51e8a46-p_e.jpg","https://photos.zillowstatic.com/fp/9a45d669d383cabc999e59b8b4bb3c5f-p_e.jpg","https://photos.zillowstatic.com/fp/1f8081c000118349017be44f64c952ee-p_e.jpg","Use arrow keys to navigate","Image 1 of 51","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5476 E 2475 N, Eden, UT 84310"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""5,623""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5476 E 2475 N"",""addressLocality"":""Eden"",""addressRegion"":""UT"",""postalCode"":""84310""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.30433,""longitude"":-111.8163},""url"":""https://www.zillow.com/homedetails/5476-E-2475-N-Eden-UT-84310/58398661_zpid/""}","https://www.zillow.com/homedetails/5476-E-2475-N-Eden-UT-84310/58398661_zpid/","5476 E 2475 N, Eden, UT 84310","EQUITY REAL ESTATE - SELECT","$1,255,000","- House for sale","5","bds","4","ba","5,623","sqft","Price cut: $20,000 (Sep 12)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5476-E-2475-N-Eden-UT-84310/58398661_zpid/","https://photos.zillowstatic.com/fp/18cbd8c85c16087b095f2d9ac1b09a86-p_e.jpg","https://photos.zillowstatic.com/fp/f1ac69411f1b802af93e7359c40eb51a-p_e.jpg","https://photos.zillowstatic.com/fp/cc33f1dcee0eb4c34c0b9503d3f5e26a-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""857 S Connor St, Salt Lake City, UT 84108"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,265""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""857 S Connor St"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84108""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.75008,""longitude"":-111.82942},""url"":""https://www.zillow.com/homedetails/857-S-Connor-St-Salt-Lake-City-UT-84108/12762245_zpid/""}","https://www.zillow.com/homedetails/857-S-Connor-St-Salt-Lake-City-UT-84108/12762245_zpid/","857 S Connor St, Salt Lake City, UT 84108","CENTURY 21 EVEREST","$949,900","- House for sale","4","bds","3","ba","2,265","sqft","7 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/857-S-Connor-St-Salt-Lake-City-UT-84108/12762245_zpid/","https://photos.zillowstatic.com/fp/05a5c017051a72cbc0b372ca52d05e4a-p_e.jpg","https://photos.zillowstatic.com/fp/5f68660a739795ca2904789a44b263f5-p_e.jpg","https://photos.zillowstatic.com/fp/b1eb9b0a3eba2b488d374085d6a74ef7-p_e.jpg","Use arrow keys to navigate","Image 1 of 48","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1021 W Churrea Dr, Washington, UT 84780"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""9,551""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1021 W Churrea Dr"",""addressLocality"":""Washington"",""addressRegion"":""UT"",""postalCode"":""84780""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.099342,""longitude"":-113.527466},""url"":""https://www.zillow.com/homedetails/1021-W-Churrea-Dr-Washington-UT-84780/89419827_zpid/""}","https://www.zillow.com/homedetails/1021-W-Churrea-Dr-Washington-UT-84780/89419827_zpid/","1021 W Churrea Dr, Washington, UT 84780","ERA BROKERS HURRICANE","$4,490,000","- House for sale","8","bds","7","ba","9,551","sqft","3D Tour","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1021-W-Churrea-Dr-Washington-UT-84780/89419827_zpid/","https://photos.zillowstatic.com/fp/ebe5b912c2b4fbb9ef6f159ac7724500-p_e.jpg","https://photos.zillowstatic.com/fp/f6e6061afd2f03ba22716295a02b32cc-p_e.jpg","https://photos.zillowstatic.com/fp/c6fc93092bbaafb610ab6698852ddce4-p_e.jpg","Use arrow keys to navigate","Image 1 of 95","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4613 S Shiloh Park Ln E, Salt Lake City, UT 84117"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,170""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4613 S Shiloh Park Ln E"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84117""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.670525,""longitude"":-111.853165},""url"":""https://www.zillow.com/homedetails/4613-S-Shiloh-Park-Ln-E-Salt-Lake-City-UT-84117/2071388325_zpid/""}","https://www.zillow.com/homedetails/4613-S-Shiloh-Park-Ln-E-Salt-Lake-City-UT-84117/2071388325_zpid/","4613 S Shiloh Park Ln E, Salt Lake City, UT 84117","UTAH REAL ESTATE PC","$535,000","- House for sale","3","bds","2","ba","2,170","sqft","11 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4613-S-Shiloh-Park-Ln-E-Salt-Lake-City-UT-84117/2071388325_zpid/","https://photos.zillowstatic.com/fp/f39c095365048ef16aa03c107a00667d-p_e.jpg","https://photos.zillowstatic.com/fp/bc69b53a6171e881448d48c91e0f4f5f-p_e.jpg","https://photos.zillowstatic.com/fp/746ed2548dd7d74c724d30804875758d-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1429 E Sigsbee Ave N, Salt Lake City, UT 84103"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""6,034""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1429 E Sigsbee Ave N"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84103""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.77039,""longitude"":-111.8503},""url"":""https://www.zillow.com/homedetails/1429-E-Sigsbee-Ave-N-Salt-Lake-City-UT-84103/2071450774_zpid/""}","https://www.zillow.com/homedetails/1429-E-Sigsbee-Ave-N-Salt-Lake-City-UT-84103/2071450774_zpid/","1429 E Sigsbee Ave N, Salt Lake City, UT 84103","SUMMIT SOTHEBY'S INTERNATIONAL REALTY","$2,800,000","- House for sale","5","bds","4","ba","6,034","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1429-E-Sigsbee-Ave-N-Salt-Lake-City-UT-84103/2071450774_zpid/","https://photos.zillowstatic.com/fp/7c4583601e7d0fbeeec173ebf64cfde4-p_e.jpg","https://photos.zillowstatic.com/fp/10e1e595d263a51be6a848e3f7fed8c4-p_e.jpg","https://photos.zillowstatic.com/fp/3badb22ba45110dceb57cb0a682edb66-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
